Latitude,Longitude,Height,Stability,Flow-Rate
45.529816,10.174189,0.000000,2,0.000000
45.529816,10.174189,0.000000,3,0.000000
45.529816,10.174189,0.000000,4,0.000000
45.529816,10.174189,0.000000,5,0.000000
45.529816,10.174189,0.000000,0,0.000000
45.529816,10.174189,0.000000,1,0.000000
45.529816,10.174189,0.000000,2,0.000000
45.529816,10.174189,0.000000,3,0.000000
45.529816,10.174189,0.000000,4,0.000000
45.529816,10.174189,0.000000,5,0.000000
