Latitude,Longitude,Height,Stability,Sensor Measurement,Forward-Model-Concentration
45.529840,10.174182,0.000000,0,0.017568,0.000000
45.529840,10.174182,0.000000,1,0.017568,0.000000
45.529840,10.174182,0.000000,2,0.017568,0.000000
45.529840,10.174182,0.000000,3,0.017568,0.000000
45.529840,10.174182,0.000000,4,0.017568,0.000000
45.529840,10.174182,0.000000,5,0.017568,0.000000
45.529840,10.174182,0.000000,0,0.012240,0.000000
45.529840,10.174182,0.000000,1,0.012240,0.000000
45.529840,10.174182,0.000000,2,0.012240,0.000000
45.529840,10.174182,0.000000,3,0.012240,0.000000
45.529840,10.174182,0.000000,4,0.012240,0.000000
45.529840,10.174182,0.000000,5,0.012240,0.000000
45.529840,10.174182,0.000000,0,0.008640,0.000000
45.529840,10.174182,0.000000,1,0.008640,0.000000
45.529840,10.174182,0.000000,2,0.008640,0.000000
45.529840,10.174182,0.000000,3,0.008640,0.000000
45.529840,10.174182,0.000000,4,0.008640,0.000000
45.529840,10.174182,0.000000,5,0.008640,0.000000
45.529840,10.174182,0.000000,0,0.007920,0.000000
45.529840,10.174182,0.000000,1,0.007920,0.000000
45.529840,10.174182,0.000000,2,0.007920,0.000000
45.529840,10.174182,0.000000,3,0.007920,0.000000
45.529840,10.174182,0.000000,4,0.007920,0.000000
45.529840,10.174182,0.000000,5,0.007920,0.000000
45.529840,10.174182,0.000000,0,0.009432,0.000000
45.529840,10.174182,0.000000,1,0.009432,0.000000
45.529840,10.174182,0.000000,2,0.009432,0.000000
45.529840,10.174182,0.000000,3,0.009432,0.000000
45.529840,10.174182,0.000000,4,0.009432,0.000000
45.529840,10.174182,0.000000,5,0.009432,0.000000
45.529840,10.174182,0.000000,0,7.257240,0.000000
45.529840,10.174182,0.000000,1,7.257240,0.000000
45.529840,10.174182,0.000000,2,7.257240,0.000000
45.529840,10.174182,0.000000,3,7.257240,0.000000
45.529840,10.174182,0.000000,4,7.257240,0.000000
45.529840,10.174182,0.000000,5,7.257240,0.000000
45.529840,10.174182,0.000000,0,119.254752,0.000000
45.529840,10.174182,0.000000,1,119.254752,0.000000
45.529840,10.174182,0.000000,2,119.254752,0.000000
45.529840,10.174182,0.000000,3,119.254752,0.000000
45.529840,10.174182,0.000000,4,119.254752,0.000000
45.529840,10.174182,0.000000,5,119.254752,0.000000
45.529840,10.174182,0.000000,0,144.020088,0.000000
45.529840,10.174182,0.000000,1,144.020088,0.000000
45.529840,10.174182,0.000000,2,144.020088,0.000000
45.529840,10.174182,0.000000,3,144.020088,0.000000
45.529840,10.174182,0.000000,4,144.020088,0.000000
45.529840,10.174182,0.000000,5,144.020088,0.000000
45.529840,10.174182,0.000000,0,144.824976,0.000000
45.529840,10.174182,0.000000,1,144.824976,0.000000
45.529840,10.174182,0.000000,2,144.824976,0.000000
45.529840,10.174182,0.000000,3,144.824976,0.000000
45.529840,10.174182,0.000000,4,144.824976,0.000000
45.529840,10.174182,0.000000,5,144.824976,0.000000
45.529840,10.174182,0.000000,0,137.470896,0.000000
45.529840,10.174182,0.000000,1,137.470896,0.000000
45.529840,10.174182,0.000000,2,137.470896,0.000000
45.529840,10.174182,0.000000,3,137.470896,0.000000
45.529840,10.174182,0.000000,4,137.470896,0.000000
45.529840,10.174182,0.000000,5,137.470896,0.000000
45.529840,10.174182,0.000000,0,136.447992,0.000000
45.529840,10.174182,0.000000,1,136.447992,0.000000
45.529840,10.174182,0.000000,2,136.447992,0.000000
45.529840,10.174182,0.000000,3,136.447992,0.000000
45.529840,10.174182,0.000000,4,136.447992,0.000000
45.529840,10.174182,0.000000,5,136.447992,0.000000
45.529840,10.174182,0.000000,0,121.138704,0.000000
45.529840,10.174182,0.000000,1,121.138704,0.000000
45.529840,10.174182,0.000000,2,121.138704,0.000000
45.529840,10.174182,0.000000,3,121.138704,0.000000
45.529840,10.174182,0.000000,4,121.138704,0.000000
45.529840,10.174182,0.000000,5,121.138704,0.000000
45.529840,10.174182,0.000000,0,81.355392,0.000000
45.529840,10.174182,0.000000,1,81.355392,0.000000
45.529840,10.174182,0.000000,2,81.355392,0.000000
45.529840,10.174182,0.000000,3,81.355392,0.000000
45.529840,10.174182,0.000000,4,81.355392,0.000000
45.529840,10.174182,0.000000,5,81.355392,0.000000
45.529840,10.174182,0.000000,0,36.942984,0.000000
45.529840,10.174182,0.000000,1,36.942984,0.000000
45.529840,10.174182,0.000000,2,36.942984,0.000000
45.529840,10.174182,0.000000,3,36.942984,0.000000
45.529840,10.174182,0.000000,4,36.942984,0.000000
45.529840,10.174182,0.000000,5,36.942984,0.000000
45.529840,10.174182,0.000000,0,15.291576,0.000000
45.529840,10.174182,0.000000,1,15.291576,0.000000
45.529840,10.174182,0.000000,2,15.291576,0.000000
45.529840,10.174182,0.000000,3,15.291576,0.000000
45.529840,10.174182,0.000000,4,15.291576,0.000000
45.529840,10.174182,0.000000,5,15.291576,0.000000
45.529840,10.174182,0.000000,0,6.254136,0.000000
45.529840,10.174182,0.000000,1,6.254136,0.000000
45.529840,10.174182,0.000000,2,6.254136,0.000000
45.529840,10.174182,0.000000,3,6.254136,0.000000
45.529840,10.174182,0.000000,4,6.254136,0.000000
45.529840,10.174182,0.000000,5,6.254136,0.000000
45.529840,10.174182,0.000000,0,2.864376,0.000000
45.529840,10.174182,0.000000,1,2.864376,0.000000
45.529840,10.174182,0.000000,2,2.864376,0.000000
45.529840,10.174182,0.000000,3,2.864376,0.000000
45.529840,10.174182,0.000000,4,2.864376,0.000000
45.529840,10.174182,0.000000,5,2.864376,0.000000
45.529840,10.174182,0.000000,0,1.544400,0.000000
45.529840,10.174182,0.000000,1,1.544400,0.000000
45.529840,10.174182,0.000000,2,1.544400,0.000000
45.529840,10.174182,0.000000,3,1.544400,0.000000
45.529840,10.174182,0.000000,4,1.544400,0.000000
45.529840,10.174182,0.000000,5,1.544400,0.000000
45.529840,10.174182,0.000000,0,0.991656,0.000000
45.529840,10.174182,0.000000,1,0.991656,0.000000
45.529840,10.174182,0.000000,2,0.991656,0.000000
45.529840,10.174182,0.000000,3,0.991656,0.000000
45.529840,10.174182,0.000000,4,0.991656,0.000000
45.529840,10.174182,0.000000,5,0.991656,0.000000
45.529840,10.174182,0.000000,0,0.670608,0.000000
45.529840,10.174182,0.000000,1,0.670608,0.000000
45.529840,10.174182,0.000000,2,0.670608,0.000000
45.529840,10.174182,0.000000,3,0.670608,0.000000
45.529840,10.174182,0.000000,4,0.670608,0.000000
45.529840,10.174182,0.000000,5,0.670608,0.000000
45.529840,10.174182,0.000000,0,0.535032,0.000000
45.529840,10.174182,0.000000,1,0.535032,0.000000
45.529840,10.174182,0.000000,2,0.535032,0.000000
45.529840,10.174182,0.000000,3,0.535032,0.000000
45.529840,10.174182,0.000000,4,0.535032,0.000000
45.529840,10.174182,0.000000,5,0.535032,0.000000
45.529840,10.174182,0.000000,0,0.446328,0.000000
45.529840,10.174182,0.000000,1,0.446328,0.000000
45.529840,10.174182,0.000000,2,0.446328,0.000000
45.529840,10.174182,0.000000,3,0.446328,0.000000
45.529840,10.174182,0.000000,4,0.446328,0.000000
45.529840,10.174182,0.000000,5,0.446328,0.000000
45.529840,10.174182,0.000000,0,0.374688,0.000000
45.529840,10.174182,0.000000,1,0.374688,0.000000
45.529840,10.174182,0.000000,2,0.374688,0.000000
45.529840,10.174182,0.000000,3,0.374688,0.000000
45.529840,10.174182,0.000000,4,0.374688,0.000000
45.529840,10.174182,0.000000,5,0.374688,0.000000
45.529840,10.174182,0.000000,0,0.309384,0.000000
45.529840,10.174182,0.000000,1,0.309384,0.000000
45.529840,10.174182,0.000000,2,0.309384,0.000000
45.529840,10.174182,0.000000,3,0.309384,0.000000
45.529840,10.174182,0.000000,4,0.309384,0.000000
45.529840,10.174182,0.000000,5,0.309384,0.000000
45.529840,10.174182,0.000000,0,0.277632,0.000000
45.529840,10.174182,0.000000,1,0.277632,0.000000
45.529840,10.174182,0.000000,2,0.277632,0.000000
45.529840,10.174182,0.000000,3,0.277632,0.000000
45.529840,10.174182,0.000000,4,0.277632,0.000000
45.529840,10.174182,0.000000,5,0.277632,0.000000
45.529840,10.174182,0.000000,0,0.237600,0.000000
45.529840,10.174182,0.000000,1,0.237600,0.000000
45.529840,10.174182,0.000000,2,0.237600,0.000000
45.529840,10.174182,0.000000,3,0.237600,0.000000
45.529840,10.174182,0.000000,4,0.237600,0.000000
45.529840,10.174182,0.000000,5,0.237600,0.000000
45.529840,10.174182,0.000000,0,0.201888,0.000000
45.529840,10.174182,0.000000,1,0.201888,0.000000
45.529840,10.174182,0.000000,2,0.201888,0.000000
45.529840,10.174182,0.000000,3,0.201888,0.000000
45.529840,10.174182,0.000000,4,0.201888,0.000000
45.529840,10.174182,0.000000,5,0.201888,0.000000
45.529840,10.174182,0.000000,0,0.182880,0.000000
45.529840,10.174182,0.000000,1,0.182880,0.000000
45.529840,10.174182,0.000000,2,0.182880,0.000000
45.529840,10.174182,0.000000,3,0.182880,0.000000
45.529840,10.174182,0.000000,4,0.182880,0.000000
45.529840,10.174182,0.000000,5,0.182880,0.000000
45.529840,10.174182,0.000000,0,0.157536,0.000000
45.529840,10.174182,0.000000,1,0.157536,0.000000
45.529840,10.174182,0.000000,2,0.157536,0.000000
45.529840,10.174182,0.000000,3,0.157536,0.000000
45.529840,10.174182,0.000000,4,0.157536,0.000000
45.529840,10.174182,0.000000,5,0.157536,0.000000
45.529840,10.174182,0.000000,0,0.104904,0.000000
45.529840,10.174182,0.000000,1,0.104904,0.000000
45.529840,10.174182,0.000000,2,0.104904,0.000000
45.529840,10.174182,0.000000,3,0.104904,0.000000
45.529840,10.174182,0.000000,4,0.104904,0.000000
45.529840,10.174182,0.000000,5,0.104904,0.000000
45.529840,10.174182,0.000000,0,0.095400,0.000000
45.529840,10.174182,0.000000,1,0.095400,0.000000
45.529840,10.174182,0.000000,2,0.095400,0.000000
45.529840,10.174182,0.000000,3,0.095400,0.000000
45.529840,10.174182,0.000000,4,0.095400,0.000000
45.529840,10.174182,0.000000,5,0.095400,0.000000
45.529840,10.174182,0.000000,0,0.082800,0.000000
45.529840,10.174182,0.000000,1,0.082800,0.000000
45.529840,10.174182,0.000000,2,0.082800,0.000000
45.529840,10.174182,0.000000,3,0.082800,0.000000
45.529840,10.174182,0.000000,4,0.082800,0.000000
45.529840,10.174182,0.000000,5,0.082800,0.000000
45.529840,10.174182,0.000000,0,0.076752,0.000000
45.529840,10.174182,0.000000,1,0.076752,0.000000
45.529840,10.174182,0.000000,2,0.076752,0.000000
45.529840,10.174182,0.000000,3,0.076752,0.000000
45.529840,10.174182,0.000000,4,0.076752,0.000000
45.529840,10.174182,0.000000,5,0.076752,0.000000
45.529840,10.174182,0.000000,0,0.066024,0.000000
45.529840,10.174182,0.000000,1,0.066024,0.000000
45.529840,10.174182,0.000000,2,0.066024,0.000000
45.529840,10.174182,0.000000,3,0.066024,0.000000
45.529840,10.174182,0.000000,4,0.066024,0.000000
45.529840,10.174182,0.000000,5,0.066024,0.000000
45.529840,10.174182,0.000000,0,0.057024,0.000000
45.529840,10.174182,0.000000,1,0.057024,0.000000
45.529840,10.174182,0.000000,2,0.057024,0.000000
45.529840,10.174182,0.000000,3,0.057024,0.000000
45.529840,10.174182,0.000000,4,0.057024,0.000000
45.529840,10.174182,0.000000,5,0.057024,0.000000
45.529840,10.174182,0.000000,0,0.049176,0.000000
45.529840,10.174182,0.000000,1,0.049176,0.000000
45.529840,10.174182,0.000000,2,0.049176,0.000000
45.529840,10.174182,0.000000,3,0.049176,0.000000
45.529840,10.174182,0.000000,4,0.049176,0.000000
45.529840,10.174182,0.000000,5,0.049176,0.000000
45.529840,10.174182,0.000000,0,0.043704,0.000000
45.529840,10.174182,0.000000,1,0.043704,0.000000
45.529840,10.174182,0.000000,2,0.043704,0.000000
45.529840,10.174182,0.000000,3,0.043704,0.000000
45.529840,10.174182,0.000000,4,0.043704,0.000000
45.529840,10.174182,0.000000,5,0.043704,0.000000
45.529840,10.174182,0.000000,0,0.039096,0.000000
45.529840,10.174182,0.000000,1,0.039096,0.000000
45.529840,10.174182,0.000000,2,0.039096,0.000000
45.529840,10.174182,0.000000,3,0.039096,0.000000
45.529840,10.174182,0.000000,4,0.039096,0.000000
45.529840,10.174182,0.000000,5,0.039096,0.000000
45.529840,10.174182,0.000000,0,0.035712,0.000000
45.529840,10.174182,0.000000,1,0.035712,0.000000
45.529840,10.174182,0.000000,2,0.035712,0.000000
45.529840,10.174182,0.000000,3,0.035712,0.000000
